AGE,MEAN
-70,-1.45954238683881
-60,-1.44591187481361
-50,-1.43228136278841
-40,-1.41865085076322
-30,-1.40502033873802
-20,-1.39138982671283
-10,-1.37775931468763
0,-1.36412880266244
10,-1.35049829063724
20,-1.33686777861205
30,-1.32323726658685
40,-1.30960675456166
50,-1.29597624253646
60,-1.28234573051127
70,-1.26871521848607
80,-1.25503154535685
90,-1.24124266272096
100,-1.22735023963045
110,-1.21335594513741
120,-1.19944992510856
130,-1.18581914240516
140,-1.1724604915711
150,-1.15937086715026
160,-1.1465471636865
170,-1.13398627572372
180,-1.12168509780578
190,-1.10964052447658
200,-1.09784945027997
210,-1.08630876975985
220,-1.07501537746009
230,-1.06396616792456
240,-1.05315803569716
250,-1.04258787532174
260,-1.0322525813422
270,-1.02214904830242
280,-1.01227417074626
290,-1.00262484321762
300,-0.993197960260347
310,-0.983990416418318
320,-0.974999106235391
330,-0.966220924255439
340,-0.957652765022323
350,-0.949291523079915
360,-0.941134092972075
370,-0.93323137966687
380,-0.925701758924887
390,-0.91855150866001
400,-0.911782713763247
410,-0.905397459125594
420,-0.899397829638049
430,-0.893785910191622
440,-0.888563785677306
450,-0.883723822305113
460,-0.879123546847219
470,-0.874710700948388
480,-0.870479440016064
490,-0.866423919457696
500,-0.862538294680726
510,-0.85875362240892
520,-0.855003690369092
530,-0.85128675047329
540,-0.847601054633565
550,-0.843944854761953
560,-0.840316402770505
570,-0.836713950571267
580,-0.833135750076286
590,-0.829580053197603
600,-0.826045111847264
610,-0.82252917793732
620,-0.81903050337981
630,-0.815547340086786
640,-0.812077939970287
650,-0.808620554942364
660,-0.805179412576322
670,-0.801779454505743
680,-0.798418998277222
690,-0.795092629574661
700,-0.791794934081955
710,-0.78852049748301
720,-0.785263905461719
730,-0.782019743701985
740,-0.778802621889915
750,-0.775720946720649
760,-0.77277316909751
770,-0.769937013365841
780,-0.767190203870989
790,-0.764523952319956
800,-0.761980976292725
810,-0.759575543650196
820,-0.757317827316633
830,-0.755218000216305
840,-0.753286235273477
850,-0.751532705412424
860,-0.749967583557408
870,-0.748601042632695
880,-0.747443255562556
890,-0.746504395271257
900,-0.745794634683068
910,-0.745324146722252
920,-0.745103104313082
930,-0.745141680379821
940,-0.745450047846736
950,-0.746022969183607
960,-0.746678874889256
970,-0.747364102421121
980,-0.748172011110573
990,-0.749209224667127
1000,-0.750497549380171
1010,-0.752058791539099
1020,-0.753914757433308
1030,-0.756087253352183
1040,-0.758598085585121
1050,-0.761469060421517
1060,-0.764721984150757
1070,-0.768378663062237
1080,-0.77246090344535
1090,-0.776990511589484
1100,-0.781989293784037
1110,-0.787479056318399
1120,-0.793481605481965
1130,-0.799878791729537
1140,-0.806498899111716
1150,-0.813338157643918
1160,-0.820393403110658
1170,-0.827661471296445
1180,-0.835139197985788
1190,-0.842823418963205
1200,-0.850710970013201
1210,-0.858789583117912
1220,-0.866996394094483
1230,-0.875306159978263
1240,-0.883688995165642
1250,-0.891112619560392
1260,-0.896966688058164
1270,-0.901294437514175
1280,-0.904139104783645
1290,-0.9055439267218
1300,-0.90555214018385
1310,-0.904206982025024
1320,-0.901551689100537
1330,-0.897629498265611
1340,-0.892483646375467
1350,-0.886157370285323
1360,-0.878693906850397
1370,-0.870136492925912
1380,-0.860528365367088
1390,-0.849912761029145
1400,-0.838332916767302
1410,-0.825832069436776
1420,-0.812453455892794
1430,-0.798240312990569
1440,-0.783235877585328
1450,-0.766935228600537
1460,-0.748864105519073
1470,-0.728803701064378
1480,-0.706774288549749
1490,-0.68294259926071
1500,-0.657475364482792
1510,-0.630539315501521
1520,-0.602301183602426
1530,-0.572927700071036
1540,-0.542929555783227
1550,-0.512918924373656
1560,-0.482992805362664
1570,-0.453244409675446
1580,-0.423766948237203
1590,-0.394653631973133
1600,-0.365997671808433
1610,-0.337892278668304
1620,-0.310430663477942
1630,-0.283706037162545
1640,-0.257811610647313
1650,-0.232840594857443
1660,-0.208886200718134
1670,-0.186041639154584
1680,-0.164518867450222
1690,-0.145060176128392
1700,-0.127715503952687
1710,-0.112408999044997
1720,-0.0990648095272135
1730,-0.0876070835212263
1740,-0.0779599691489261
1750,-0.0700476145322038
1760,-0.0637941677929495
1770,-0.059123777053054
1780,-0.055960590434408
1790,-0.0542287560589019
1800,-0.0536676338990498
1810,-0.0533108586072467
1820,-0.052925484749001
1830,-0.0526063812040852
1840,-0.052863695717626
1850,-0.0535675727052498
1860,-0.0545423512839122
1870,-0.055612370570567
1880,-0.0566019696821704
1890,-0.0573354877356767
1900,-0.0576372638480416
1910,-0.0573316371362203
1920,-0.0567459757507557
1930,-0.0563122101695923
1940,-0.056011523000785
1950,-0.055825096852388
1960,-0.0557341143324567
1970,-0.055719758049045
1980,-0.0557632106102094
1990,-0.0558456546240026
2000,-0.0559482726984803
2010,-0.0560522474416977
2020,-0.0561387614617087
2030,-0.056188997366569
2040,-0.0561841377643323
2050,-0.0561053652630543
2060,-0.0559338624707898
2070,-0.0556508119955927
2080,-0.0552373964455184
2090,-0.0546747984286218
2100,-0.0539442005529572
2110,-0.05302678542658
2120,-0.0518426168525563
2130,-0.0500046490811943
2140,-0.0477014024701919
2150,-0.0451299940555295
2160,-0.0413880019936643
2170,-0.0364002710776451
2180,-0.0302594051781689
2190,-0.023058008165933
2200,-0.0148886839116353
2210,-0.00584403628597348
2220,0.00398333084035549
2230,0.0145008135966538
2240,0.0256158081122239
2250,0.0372357105163683
2260,0.0492679169383894
2270,0.0616198235075901
2280,0.0741988263532727
2290,0.0869123216047398
2300,0.0996677053912929
2310,0.112372373842236
2320,0.124933723086871
2330,0.1372591492545
2340,0.149256048474425
2350,0.16083181687595
2360,0.171893850588377
2370,0.182349545741008
2380,0.192106298463146
2390,0.201104541992484
2400,0.209320654478876
2410,0.216734786870377
2420,0.223737158572125
2430,0.230509017483511
2440,0.237067287967993
2450,0.243428894389031
2460,0.249610761110084
2470,0.255632348543931
2480,0.261607580262782
2490,0.267611921341791
2500,0.273674565426068
2510,0.27982470616072
2520,0.286091537190858
2530,0.292504252161589
2540,0.299092044718023
2550,0.305884108505268
2560,0.312909637168433
2570,0.320197824352626
2580,0.327777863702957
2590,0.335678948864534
2600,0.343930273482466
2610,0.352561031201861
2620,0.361561436714298
2630,0.370707866456014
2640,0.379942123983398
2650,0.389242886974405
2660,0.39858883310699
2670,0.407958640059108
2680,0.417330985508713
2690,0.426684547133762
2700,0.435997673371242
2710,0.444893754796547
2720,0.453045865656937
2730,0.460445482706639
2740,0.467084082699876
2750,0.472953142390877
2760,0.478044138533859
2770,0.482348547883057
2780,0.485857847192691
2790,0.488563513216986
2800,0.490457022710169
2810,0.491525471694795
2820,0.491736799250881
2830,0.491085120785809
2840,0.489569237629278
2850,0.487187951110979
2860,0.484236277044156
2870,0.481028048949505
2880,0.477590294717906
2890,0.473950042240243
2900,0.470134319407397
2910,0.46617015411025
2920,0.46208457423968
2930,0.45790460768657
2940,0.453657282341799
2950,0.44936962609625
2960,0.445068666840804
2970,0.440781432466345
2980,0.436534950863748
2990,0.432356249923898
3000,0.428500003805909
3010,0.425440107775999
3020,0.42321019847947
3030,0.421831756886086
3040,0.421326263965604
3050,0.421715200687788
3060,0.4230200480224
3070,0.425262286939199
3080,0.428463398407947
3090,0.432719306515229
3100,0.438485621035027
3110,0.445826245206709
3120,0.454729246942064
3130,0.465182694152884
3140,0.477174654750962
3150,0.490213350429913
3160,0.503332021413542
3170,0.516481393163016
3180,0.529637675599691
3190,0.542777078644932
3200,0.555875812220094
3210,0.568910086246539
3220,0.581856110645632
3230,0.59469009533873
3240,0.607388250247194
3250,0.619926785292386
3260,0.632281910395666
3270,0.644429835478394
3280,0.656346770461932
3290,0.667968723399635
3300,0.679104468272523
3310,0.689715098634572
3320,0.699780633067798
3330,0.709459535813669
3340,0.718913477337842
3350,0.728127285558607
3360,0.737085788394261
3370,0.745773813763095
3380,0.754176189583404
3390,0.762277743773484
3400,0.770063304251627
3410,0.777517698936123
3420,0.784625755745272
3430,0.791372302597363
3440,0.79774216741069
3450,0.803720178103549
3460,0.809291162594231
3470,0.814439948801031
3480,0.819152274639049
3490,0.82348699044254
3500,0.827486097835189
3510,0.831148849221785
3520,0.834474497007115
3530,0.837462293595965
3540,0.840111491393123
3550,0.842421342803377
3560,0.844315676662611
3570,0.845369679408813
3580,0.845560916833435
3590,0.844766297345096
3600,0.843009671099264
3610,0.840367866300237
3620,0.836917711152311
3630,0.832736033859784
3640,0.827899662626955
3650,0.822485425658121
3660,0.816570151157581
3670,0.810230667329631
3680,0.80354380237857
3690,0.796586384508696
3700,0.789435241924306
3710,0.782167202829697
3720,0.774859095429169
3730,0.767587747927019
3740,0.760429988527544
3750,0.753462645435043
3760,0.746762546853813
3770,0.740406520988151
3780,0.734471396042357
3790,0.729034000220727
3800,0.7240806531684
3810,0.71953368233211
3820,0.715349785434568
3830,0.711310692934242
3840,0.707327358958941
3850,0.703348977306939
3860,0.699324741776513
3870,0.695207425089375
3880,0.691130410835319
3890,0.68714308009895
3900,0.683189890612008
3910,0.679215300106235
3920,0.675163766313372
3930,0.670979746965159
3940,0.66660769979334
3950,0.661992082529654
3960,0.657077352905843
3970,0.651807968653648
3980,0.646128387504811
3990,0.639983067191073
4000,0.633316465444175
4010,0.626073039995859
4020,0.618197248577865
4030,0.609785837078912
4040,0.601717481610137
4050,0.594141289956188
4060,0.587056358348902
4070,0.580461783020119
4080,0.574356660201679
4090,0.568740086125421
4100,0.563611157023186
4110,0.558968969126811
4120,0.554812618668137
4130,0.551141201879002
4140,0.547953814991248
4150,0.545249554236712
4160,0.542997032899968
4170,0.541006532824883
4180,0.539129868291297
4190,0.537375579725661
4200,0.535752749620754
4210,0.534270460469354
4220,0.532937794764242
4230,0.531763834998195
4240,0.530757663663992
4250,0.529928363254413
4260,0.529285016262237
4270,0.528779632497263
4280,0.52836014353941
4290,0.528029514536637
4300,0.527790710636903
4310,0.527646696988165
4320,0.527600438738382
4330,0.527654901035511
4340,0.527813049027513
4350,0.528077847862344
4360,0.528452262687964
4370,0.52893925865233
4380,0.529541800903401
4390,0.530262854589134
4400,0.53110538485749
4410,0.532072356856425
4420,0.533166735733898
4430,0.534391486637868
4440,0.535749574716293
4450,0.53724396511713
4460,0.538902797204223
4470,0.540809490890279
4480,0.542994963194991
4490,0.54548747756624
4500,0.548527734585639
4510,0.552094044175993
4520,0.556110739188806
4530,0.560535581946574
4540,0.565326334771791
4550,0.570440759986951
4560,0.57583661991455
4570,0.581471676877082
4580,0.587303693197041
4590,0.593290431196923
4600,0.599389653199223
4610,0.605559121526435
4620,0.611756598501053
4630,0.617939846445572
4640,0.624066627682488
4650,0.630094704534295
4660,0.635981839323487
4670,0.64168579437256
4680,0.647164332004008
4690,0.652375214540325
4700,0.657276204304008
4710,0.661825063617549
4720,0.665979554803445
4730,0.669697440184189
4740,0.67350145427228
4750,0.677911065452575
4760,0.682722116252323
4770,0.687892790949902
4780,0.693414651592903
4790,0.699279260228913
4800,0.705478178905519
4810,0.712002969670311
4820,0.718845194570876
4830,0.725906622495877
4840,0.732256554897256
4850,0.737683350563419
4860,0.742228012539148
4870,0.745931543869223
4880,0.748834947598427
4890,0.750979226771543
4900,0.75240538443335
4910,0.753154423628632
4920,0.75326734740217
4930,0.752785158798746
4940,0.751748860863142
4950,0.750199456640139
4960,0.748177949174519
4970,0.745759601524229
4980,0.743195482210278
4990,0.740572368083562
5000,0.737943276581502
5010,0.735361225141524
5020,0.73287923120105
5030,0.730550312197504
5040,0.728417002901811
5050,0.726341663343032
5060,0.724293626041539
5070,0.722309250102273
5080,0.720424894630173
5090,0.718676918730177
5100,0.717101681507225
5110,0.715735542066257
5120,0.714614859512211
5130,0.713775992950026
5140,0.713255301484643
5150,0.713089144220999
5160,0.713313880264035
5170,0.713968654045988
5180,0.715068716111154
5190,0.716589786683223
5200,0.71850599769296
5210,0.720665716661016
5220,0.72291331081812
5230,0.725216911660147
5240,0.727544650682976
5250,0.729864659382485
5260,0.732145069254551
5270,0.73435401179505
5280,0.736459618499858
5290,0.738430020864858
5300,0.740233350385922
5310,0.741837738558933
5320,0.743211316879761
5330,0.744322185699593
5340,0.745130852216294
5350,0.745604260869904
5360,0.745717362599031
5370,0.745445108342291
5380,0.744762449038291
5390,0.743644335625642
5400,0.742065719042956
5410,0.740001550228842
5420,0.737426780121914
5430,0.734316359660776
5440,0.730723476677689
5450,0.727093734984696
5460,0.723483469610268
5470,0.719870915523866
5480,0.716234307694933
5490,0.712551881092932
5500,0.70880187068731
5510,0.704948197142549
5520,0.700968877527232
5530,0.696863291416971
5540,0.692630818387378
5550,0.688270838014062
5560,0.683782729872635
5570,0.679165873538709
5580,0.674419648587893
5590,0.669543434595799
5600,0.664536611138038
5610,0.65939855779022
5620,0.654128654127957
5630,0.648863227967779
5640,0.643855662215551
5650,0.639129220473317
5660,0.634702548294851
5670,0.630594291233931
5680,0.626429144007566
5690,0.621856965393235
5700,0.616934147035403
5710,0.611717080578541
5720,0.60626215766712
5730,0.600625769945609
5740,0.594864309058481
5750,0.5890341666502
5760,0.583191734365242
5770,0.577393403848071
5780,0.571695566743164
5790,0.566154614694983
5800,0.560826939348006
5810,0.555768932346695
5820,0.551036985335525
5830,0.546687489958965
5840,0.542809441837478
5850,0.539926824576098
5860,0.538222612426212
5870,0.537719306644819
5880,0.538439408488919
5890,0.540405419215517
5900,0.543639840081611
5910,0.548066975133867
5920,0.553051677059232
5930,0.558280643685273
5940,0.563705869823198
5950,0.569297400254181
5960,0.575025279759385
5970,0.580859553119977
5980,0.586770265117131
5990,0.592727460532013
6000,0.59870118414579
6010,0.604661480739636
6020,0.610578395094711
6030,0.616421971992191
6040,0.62216225621324
6050,0.627769292539028
6060,0.633213125750722
6070,0.638463800629495
6080,0.643491361956513
6090,0.648265854512943
6100,0.652757323079953
6110,0.656935812438715
6120,0.660771367370395
6130,0.664234032656162
6140,0.667293853077181
6150,0.670226384091715
6160,0.673295484112956
6170,0.676453652354479
6180,0.679644692561676
6190,0.682799151104268
6200,0.685890232884587
6210,0.688855400440653
6220,0.691320947847583
6230,0.693190061728066
6240,0.694450844300442
6250,0.69509139778304
6260,0.6950998243942
6270,0.69446422635226
6280,0.693172705875551
6290,0.691213365182411
6300,0.688574306491177
6310,0.685243632020184
6320,0.68120944398777
6330,0.676459844612271
6340,0.670982936112021
6350,0.664766820705358
6360,0.657799600610617
6370,0.650069378046134
6380,0.641603508671533
6390,0.632642676466386
6400,0.62325783771378
6410,0.613482590934806
6420,0.603350534650545
6430,0.592895267382084
6440,0.582150387650511
6450,0.571149493976909
6460,0.559926184882369
6470,0.548514058887971
6480,0.536946714514802
6490,0.525257750283949
6500,0.513468735735619
6510,0.501160315672776
6520,0.489079103427927
6530,0.478428425519856
6540,0.46917460827019
6550,0.461279666522742
6560,0.454705615121323
6570,0.449414468909746
6580,0.445368242731824
6590,0.442528951431368
6600,0.440858609852191
6610,0.440319232838105
6620,0.440920820794797
6630,0.442644659581451
6640,0.445409692222129
6650,0.449134861740892
6660,0.453739111161799
6670,0.45914138350891
6680,0.465260621806287
6690,0.47201576907799
6700,0.479325768348079
6710,0.487109562640615
6720,0.495286094979657
6730,0.503774308389267
6740,0.512493145893505
6750,0.52136155051643
6760,0.530298465282105
6770,0.539222833214589
6780,0.548053597337942
6790,0.556709700676225
6800,0.565120709778923
6810,0.573220494472106
6820,0.580932530485606
6830,0.588180283230666
6840,0.594887218118525
6850,0.600970306738327
6860,0.606461865170966
6870,0.611407318373062
6880,0.615800698668502
6890,0.619636038381174
6900,0.622907369834964
6910,0.625608725353761
6920,0.627734137261451
6930,0.629277637881922
6940,0.630233259539061
6950,0.630595034556755
6960,0.630356995258892
6970,0.629513173969358
6980,0.628057603012043
6990,0.625984314710831
7000,0.623287341389612
7010,0.619960715372272
7020,0.615998468982698
7030,0.611394634544778
7040,0.6061432443824
7050,0.600238330819449
7060,0.593673926179814
7070,0.586444062787383
7080,0.578542772966043
7090,0.570110602899332
7100,0.56133716785321
7110,0.552188416960694
7120,0.542624791891966
7130,0.532606734317204
7140,0.522094685906589
7150,0.511049088330301
7160,0.499430383258518
7170,0.487199012361422
7180,0.474315417309192
7190,0.460753099234004
7200,0.446549677724799
7210,0.431710583614599
7220,0.416234569733985
7230,0.400120388913534
7240,0.383366793983825
7250,0.365972537775438
7260,0.347936373118951
7270,0.329257052844943
7280,0.309933329783993
7290,0.28996395676668
7300,0.269347686623583
7310,0.24808327218528
7320,0.226254828622213
7330,0.204381705011671
7340,0.182569539943345
7350,0.160839545467897
7360,0.139212933635994
7370,0.1177109164983
7380,0.0963553778239526
7390,0.0751731199719424
7400,0.0541908696748102
7410,0.0334350204519402
7420,0.0129319658227152
7430,-0.007291900693482
7440,-0.027210185577268
7450,-0.0467964953092593
7460,-0.066024436370073
7470,-0.0848676152403267
7480,-0.103299638400635
7490,-0.121294112331618
7500,-0.138824643513889
7510,-0.155864838428068
7520,-0.172388303554769
7530,-0.188291728920337
7540,-0.203426908728896
7550,-0.217766945602548
7560,-0.231468855361829
7570,-0.244688998461384
7580,-0.257401066980963
7590,-0.269578753000318
7600,-0.281195748599201
7610,-0.292225745857363
7620,-0.302642436854557
7630,-0.312419513670534
7640,-0.321530668385043
7650,-0.329949593077841
7660,-0.337649979828679
7670,-0.86886512397197
7680,-0.886717041740554
7690,-0.904562945009957
7700,-0.922351158088025
7710,-0.940030005282605
7720,-0.95754781090154
7730,-0.97485289925268
7740,-0.991893594643871
7750,-1.00861822138296
7760,-1.02497510377778
7770,-1.04091256613619
7780,-1.05637893276604
7790,-1.07132252797516
7800,-1.0856916760714
7810,-1.09943470136262
7820,-1.11249992815665
7830,-1.12483568076135
7840,-1.13639028348454
7850,-1.1471120606341
7860,-1.15695191853013
7870,-1.16596520836443
7880,-1.17419117095367
7890,-1.18162580846813
7900,-1.18826512307811
7910,-1.19410511695389
7920,-1.19914179226578
7930,-1.20337115118406
7940,-1.20678919587903
7950,-1.20939192852099
7960,-1.21117404204004
7970,-1.21195824677581
7980,-1.21162245726881
7990,-1.21016760385639
8000,-1.20759461687597
8010,-1.20390442666491
8020,-1.19909796356062
8030,-1.19317615790048
8040,-1.18613994002187
8050,-1.17799024026219
8060,-1.16872798895882
8070,-1.15835411644915
8080,-1.14686955307057
8090,-1.13427522916046
8100,-1.12057207505622
8110,-1.10576102109523
8120,-1.08984299761487
8130,-1.07281893495255
8140,-1.05468976344564
8150,-1.03545641343153
8160,-1.0151198152476
8170,-0.993680899231265
8180,-0.971140595719885
8190,-0.947499835050861
8200,-0.92284801727388
8210,-0.897709081968969
8220,-0.872152472772781
8230,-0.84615829593954
8240,-0.819706657723463
8250,-0.792777664378763
8260,-0.765826844581361
8270,-0.739609849097977
8280,-0.714148402730285
8290,-0.68945461111326
8300,-0.665540579881885
8310,-0.642418414671142
8320,-0.620100221116013
8330,-0.598598104851481
8340,-0.577924171512529
8350,-0.558090526734137
8360,-0.539109276151288
8370,-0.520992525398964
8380,-0.503752380112147
8390,-0.487400945925819
8400,-0.471950328474962
8410,-0.457412633394559
8420,-0.443799966319591
8430,-0.43112443288504
8440,-0.419398138725889
8450,-0.40863318947712
8460,-0.398841690773714
8470,-0.390035748250654
8480,-0.382227467542922
8490,-0.375428954285499
8500,-0.369652314113369
8510,-0.364909652661512
8520,-0.361213075564912
8530,-0.35857468845855
8540,-0.35690209101026
8550,-0.356021215972386
8560,-0.356022572255919
8570,-0.356890369124455
8580,-0.358599249604956
8590,-0.361123856724385
8600,-0.364438833509707
8610,-0.368518822987884
8620,-0.373338468185879
8630,-0.378872412130655
8640,-0.385095297849178
8650,-0.391981768368409
8660,-0.399506466715312
8670,-0.407644035916851
8680,-0.416369118999988
8690,-0.425656358991687
8700,-0.435480398918912
8710,-0.445815881808626
8720,-0.456637450687791
8730,-0.467919748583372
8740,-0.479637418522332
8750,-0.491765103531634
8760,-0.504277446638242
8770,-0.517149090869119
8780,-0.530354679251228
8790,-0.543868854811532
8800,-0.557666260576997
8810,-0.571721539574582
8820,-0.586009334831254
8830,-0.600504289373974
8840,-0.615126294246498
8850,-0.629414587189029
8860,-0.643229749739396
8870,-0.656529781882943
8880,-0.669906208742044
8890,-0.683713666536948
8900,-0.697904243968077
8910,-0.712430029735862
8920,-0.727243112540729
8930,-0.742295581083105
8940,-0.757539524063427
8950,-0.772927030182113
8960,-0.788410188139594
8970,-0.803941086636308
8980,-0.819471814372672
8990,-0.834954460049119
9000,-0.850341112366073
9010,-0.865583860023972
9020,-0.880634791723237
9030,-0.895445996164298
9040,-0.909969562047583
9050,-0.924157578073522
9060,-0.937962132942542
9070,-0.951335315355075
9080,-0.964229214011542
9090,-0.976595917612379
9100,-0.988387514858012
9110,-0.999556094448868
9120,-1.01005374508538
9130,-1.01985374256285
9140,-1.02950925572258
9150,-1.03926793203183
9160,-1.04911004222552
9170,-1.05901585703856
9180,-1.06896564720584
9190,-1.07893968346229
9200,-1.08891823654281
9210,-1.0988854788779
9220,-1.10884631192478
9230,-1.11877154033556
9240,-1.12862463298506
9250,-1.1383690587481
9260,-1.14796828649951
9270,-1.15738578511411
9280,-1.16658502346671
9290,-1.17552947043213
9300,-1.18418259488521
9310,-1.19250786570075
9320,-1.20046875175358
9330,-1.20802872191851
9340,-1.21515124507038
9350,-1.221799790084
9360,-1.2279378258342
9370,-1.23352882119578
9380,-1.23853624504358
9390,-1.24292356625241
9400,-1.2466542536971
9410,-1.24969177625246
9420,-1.25199960279331
9430,-1.2535411829327
9440,-1.25427995564941
9450,-1.25417937386697
9460,-1.25320289050886
9470,-1.2513139584986
9480,-1.24847603075969
9490,-1.00764473077595
9500,-0.99795360992454
9510,-0.986145215156845
9520,-0.972146452319874
9530,-0.955884227260633
9540,-0.937285445826128
9550,-0.916444569513672
9560,-0.89378126769674
9570,-0.86940233677304
9580,-0.843397653459023
9590,-0.815857094471142
9600,-0.786870536525848
9610,-0.756527856339594
9620,-0.724918930628832
9630,-0.692133636110013
9640,-0.65826184949959
9650,-0.623393447514014
9660,-0.587618306869739
9670,-0.551026304283215
9680,-0.513707316470895
9690,-0.475751220149231
9700,-0.437247892034674
9710,-0.398287208843678
9720,-0.358959047292693
9730,-0.319353284098173
9740,-0.279559795976568
9750,-0.239668459644332
9760,-0.199769151817915
9770,-0.15995174921377
9780,-0.12030612854835
9790,-0.0809221665381057
9800,-0.0418897398994896
9810,-0.00329872534895359
9820,0.0347610003970502
9830,0.0721995606220697
9840,0.108927078609653
9850,0.144853677643348
9860,0.179889481006703
9870,0.213944611983265
9880,0.246928965560106
9890,0.278684841687723
9900,0.309059517569286
9910,0.337949666971133
9920,0.365251963659602
9930,0.390863081401031
9940,0.414679693961758
9950,0.436598475108121
9960,0.456516098606457
9970,0.474329238223106
9980,0.489934567724404
9990,0.503228760876689
10000,0.514108491446301
10010,0.522470433199575
10020,0.528211259902852
10030,0.531227645322467
10040,0.531416263224761
10050,0.528673787376069
10060,0.522896891542731
10070,0.513982249491084
10080,0.501826534987466
10090,0.486326421798216
10100,0.46737858368967
10110,0.444879694428167
10120,0.418726427780046
10130,0.388815457511644
10140,0.355043457389298
10150,0.317307101179347
10160,0.275503062648129
10170,0.229528015561982
10180,0.179278633687244
10190,0.124651590790252
10200,0.0655435606373449
10210,0.00185121699486041
10220,-0.0660465207098935
10230,-0.133192100470622
10240,-0.198277802935465
10250,-0.261330502713739
10260,-0.322377074414764
10270,-0.381444392647857
10280,-0.438559332022336
10290,-0.493748767147521
10300,-0.547039572632729
10310,-0.598458623087278
10320,-0.648032793120487
10330,-0.695788957341674
10340,-0.741753990360158
10350,-0.785954766785256
10360,-0.828418161226286
10370,-0.869171048292568
10380,-0.908240302593419
10390,-0.945652798738158
10400,-0.981435411336102
10410,-1.01561501499657
10420,-1.04821848432888
10430,-1.07927269394235
10440,-1.1088045184463
10450,-1.13684083245005
10460,-1.16340851056291
10470,-1.18853442739421
10480,-1.21224545755326
10490,-1.23456847564938
10500,-1.25553035629188
10510,-1.2751579740901
10520,-1.29347820365333
10530,-1.31051791959092
10540,-1.32630399651216
10550,-1.34086330902638
10560,-1.35432406273888
10570,-1.36701697799982
10580,-1.37898435304487
10590,-1.3902474587469
10600,-1.40082756597877
10610,-1.41074594561331
10620,-1.42002386852339
10630,-1.42868260558185
10640,-1.43674342766155
10650,-1.44422760563535
10660,-1.45115641037609
10670,-1.45755111275662
10680,-1.46343298364981
10690,-1.4688232939285
10700,-1.47374331446554
10710,-1.47821431613379
10720,-1.4822575698061
10730,-1.48589434635533
10740,-1.48914591665431
10750,-1.49203355157592
10760,-1.494578521993
10770,-1.49680209877839
10780,-1.49872555280497
10790,-1.50037015494557
10800,-1.50175717607305
10810,-1.50290788706027
10820,-1.50384355878007
10830,-1.50458546210531
10840,-1.50515486790884
10850,-1.50557304706351
10860,-1.50586127044218
10870,-1.5060408089177
10880,-1.50613293336292
10890,-1.50615891465069
10900,-1.50615891465069
10910,-1.50615891465069
10920,-1.50615891465069
10930,-1.50615891465069
10940,-1.50615891465069
10950,-1.50615891465069
10960,-1.50615891465069
10970,-1.50615891465069
10980,-1.50615891465069
10990,-1.50615891465069
11000,-1.50615891465069
11010,-1.50615891465069
11020,-1.50615891465069
11030,-1.50615891465069
11040,-1.50615891465069
11050,-1.50615891465069
11060,-1.50615891465069
11070,-1.50615891465069
11080,-1.50615891465069
11090,-1.50615891465069
11100,-1.50615891465069
