"Age","FFPikku","FFCharly","FFRosalia","FFmean"
-70,NA,NA,NA,NA
-60,NA,NA,NA,NA
-50,NA,NA,0.00335272934068677,NA
-40,NA,NA,0.00339543746347959,NA
-30,NA,NA,0.00343776519386526,NA
-20,NA,NA,0.00347966900158401,NA
-10,NA,NA,0.00352113178690549,NA
0,NA,NA,0.00356214726811751,NA
10,0.00324199437939315,NA,0.00360266603839275,NA
20,0.00327623154498073,NA,0.00364269325155953,NA
30,0.00330996231090517,NA,0.00368218608695348,NA
40,0.00334310458790708,NA,0.003721127500758,NA
50,0.00337559816885423,NA,0.00375951922020801,NA
60,0.0034074892114047,NA,0.00379730675809803,NA
70,0.00343880561245664,NA,0.00383450184270679,NA
80,0.00346953543983342,NA,0.00387106516688102,NA
90,0.00349951983965713,NA,0.00390697923978318,NA
100,0.00352878584518763,NA,0.00394225446461581,NA
110,0.00355741751801122,NA,0.00397683250913797,NA
120,0.00358540535925769,NA,0.00401073114408513,NA
130,0.00361266599160354,NA,0.00404391711639754,NA
140,0.00363912362300944,0.0039293233797273,0.00407637216414852,0.00388160638896175
150,0.00366484156692852,0.00398787502486896,0.00410811561364802,0.00392027740181517
160,0.00368986887794469,0.00404635195004084,0.0041390867658894,0.00395843586462497
170,0.00371419793833398,0.00410473327819815,0.00416930871044094,0.00399607997565769
180,0.00373766364602662,0.00416299755634353,0.00419875637557046,0.00403313919264687
190,0.00376029211445613,0.00422112338285327,0.0042274106148397,0.0040696087040497
200,0.00378218690525377,0.00427908942647961,0.00425529948211652,0.0041055252712833
210,0.00380335029225884,0.00433687444536274,0.00428236156910905,0.00414086210224354
220,0.00382370703382644,0.00439445730603644,0.00430862440871899,0.00417559624952729
230,0.00384316824231438,0.00445181700241139,0.00433407269848155,0.00420968598106911
240,0.0038618080048772,0.00450891539215531,0.0043586865204397,0.0042431366391574
250,0.00387969522585755,0.0045657293771653,0.00438250202159795,0.00427597554154027
260,0.00389682725698612,0.00462224935874255,0.00440545884393467,0.00430817848655445
270,0.00391304764129724,0.00467845784958552,0.00442758798373996,0.00433969782487424
280,0.00392837682706994,0.00473433490835788,0.00444888486338399,0.00437053219960394
290,0.00394292889810534,0.00478986084918901,0.00446932913102158,0.00440070629277198
300,0.0039567193374313,0.00484501625976773,0.00448896398388409,0.00443023319369437
310,0.00396968793555059,0.00489978201924713,0.00450773188985902,0.00445906728155225
320,0.00398173815630736,0.00495413931594459,0.00452566627601852,0.00448718124942349
330,0.00399294794997703,0.00500806966482051,0.00454277355905303,0.00451459705795019
340,0.00400340187813563,0.00506150669712447,0.00455903349599044,0.00454131402375018
350,0.00401310234878705,0.00511446319640094,0.00457449493784787,0.00456735349434529
360,0.00402191351920164,0.00516693428467154,0.00458910488057344,0.00459265089481554
370,0.00402984817260169,0.00521890332116252,0.00460289814927066,0.00461721654767829
380,0.00403702144095074,0.00527035395071757,0.00461589172770866,0.00464108903979232
390,0.00404346116883997,0.00532127025672053,0.00462806619362387,0.00466426587306146
400,0.00404912589590786,0.005371636776006,0.00463947437763191,0.00468674568318192
410,0.00405391917435435,0.00542143851338137,0.00465006934483714,0.00470847567752429
420,0.00405791639459374,0.00547066095574411,0.00465988633510116,0.00472948789514634
430,0.00406121114135687,0.00551926666105438,0.0046689518083598,0.00474980987025702
440,0.00406381044429605,0.00556721757024282,0.00467724799379686,0.00476942533611191
450,0.00406560710055061,0.005614534183395,0.00468482984113352,0.00478832370835971
460,0.0040666069856742,0.00566121517759698,0.00469165778456085,0.00480649331594401
470,0.0040669175240003,0.00570724895309691,0.00469776658829064,0.00482397768846262
480,0.00406657592588359,0.00575262447590935,0.00470319050817904,0.00484079696999066
490,0.00406555994120788,0.00579733128785153,0.00470791431369129,0.0048569351809169
500,0.00406378219830172,0.0058413595160138,0.00471199239966719,0.00487237803799424
510,0.00406131040577825,0.00588469988164928,0.00471539519059568,0.00488713515934107
520,0.00405823886886204,0.00592734370846826,0.00471815569012526,0.00490124608915185
530,0.00405457838366983,0.00596922788484732,0.00472031285633458,0.00491470637495057
540,0.00405025413014817,0.00601036493343979,0.00472185543289932,0.00492749149882909
550,0.00404526809562746,0.0060507762829792,0.00472283414016881,0.00493962617292516
560,0.00403971292329954,0.00609046120583214,0.00472323266970961,0.00495113559961376
570,0.00403363049060348,0.00612941448471921,0.0047230808674233,0.004962041947582
580,0.00402701536107128,0.00616763154308883,0.00472241829461344,0.00497235506625785
590,0.00401979823860286,0.00620510844783926,0.0047212394014535,0.00498204869596521
600,0.00401203582609052,0.00624184191131616,0.00471959019128273,0.00499115597622981
610,0.00400381414614218,0.00627782929257572,0.00471746612519152,0.00499970318796981
620,0.00399514660760365,0.00631305795481971,0.00471489405135084,0.00500769953792473
630,0.00398599046596057,0.00634746901171052,0.00471191237517654,0.00501512395094921
640,0.00397634824311181,0.00638111032590897,0.00470852134812012,0.00502199330571363
650,0.00396629302338148,0.00641400187349155,0.00470476147545149,0.00502835212410817
660,0.00395586561086294,0.00644614457691938,0.00470063799101823,0.00503421605960018
670,0.00394507285534569,0.00647753999214352,0.00469617503924048,0.00503959596224323
680,0.0039338712752069,0.0065081903033946,0.004691408227988,0.00504448993552983
690,0.00392230519119506,0.00653809831717804,0.00468634344060512,0.00504891564965941
700,0.00391044368547308,0.00656726745547373,0.00468101517762855,0.00505290877285845
710,0.00389830145045542,0.00659570174814023,0.00467543610037525,0.00505647976632363
720,0.00388586411295307,0.00662336794251191,0.00466962801979305,0.00505962002508601
730,0.00387313950983152,0.00665026402455971,0.00466362230809336,0.00506234194749486
740,0.00386017893082234,0.00667643204924869,0.00465743004726159,0.00506468034244421
750,0.00384701611305725,0.00670188958883666,0.00465107949773578,0.0050666617332099
760,0.00383366444999952,0.00672664385000469,0.00464458821709336,0.00506829883903253
770,0.00382011160512193,0.00675070257242075,0.00463797607181316,0.00506959674978528
780,0.00380638992463161,0.00677407401464601,0.00463126903422652,0.00507057765783471
790,0.00379254427020905,0.00679676693930885,0.00462448270329061,0.00507126463760284
800,0.0037785892343667,0.00681879059755908,0.00461763911747181,0.00507167298313253
810,0.00376453264948688,0.00684015471281646,0.00461075817787521,0.00507181518005952
820,0.0037503917556532,0.00686081249613217,0.00460385816098303,0.0050716874709228
830,0.00373619626957075,0.00688080969484101,0.00459695880028658,0.00507132158823278
840,0.00372196745268198,0.00690018084319433,0.00459007931133349,0.0050707425357366
850,0.0037077193108137,0.00691893948025349,0.00458323575193977,0.00506996484766899
860,0.00369347261860934,0.00693709759454717,0.00457644794912503,0.00506900605409385
870,0.00367924955981413,0.00695466751649676,0.0045697328640506,0.00506788331345383
880,0.00366506586525156,0.00697166189706165,0.00456310350825549,0.0050666104235229
890,0.00365093468287969,0.00698809368589382,0.00455658163705618,0.00506520333527656
900,0.00363687852645678,0.007003976109029,0.00455017775223074,0.00506367746257217
910,0.00362292655765118,0.00701930782107218,0.00454390946463105,0.0050620479477848
920,0.0036090892417249,0.00703407855904023,0.00453779258060793,0.00506032012712435
930,0.00359537134407298,0.00704833283580577,0.00453183327185432,0.00505851248391103
940,0.0035817848430776,0.00706209731487579,0.00452605463267665,0.00505664559687668
950,0.00356837628032121,0.00707538630715894,0.00452046217051408,0.00505474158599808
960,0.00355516167755698,0.00708821423639719,0.0045150695306439,0.00505281514819936
970,0.00354212955392763,0.00710059561432372,0.00450989138948305,0.00505087218591147
980,0.00352928835268604,0.00711254501569689,0.0045049273151856,0.00504892022785618
990,0.00351666754548398,0.00712407705324779,0.00450020047613468,0.00504698169162215
1000,0.0035043086131945,0.00713520635257928,0.00449571203517477,0.00504507566698285
1010,0.00349220662669839,0.00714592341281263,0.00449147040379899,0.00504320014777
1020,0.00348034788352184,0.0071562496879044,0.00448748901019006,0.0050413621938721
1030,0.00346874138769603,0.00716621703389144,0.00448376137996254,0.00503957326718334
1040,0.00345744824385586,0.00717584402674309,0.00448030949046069,0.00503786725368655
1050,0.00344648224076095,0.00718514488568502,0.00447713084922592,0.0050362526585573
1060,0.00343581070282966,0.00719413367297494,0.00447422790329558,0.00503472409303339
1070,0.00342543415940207,0.00720282427010543,0.00447161257755991,0.00503329033568914
1080,0.0034153821985783,0.00721123035436541,0.00446927319553084,0.00503196191615819
1090,0.00340570678157009,0.00721936537579963,0.00446722934280376,0.00503076716672449
1100,0.00339639228053717,0.00722724114530284,0.00446547555559151,0.00502970299381051
1110,0.00338740698825559,0.00723485121320345,0.0044640081457608,0.00502875544907328
1120,0.00337875638019253,0.00724222433285464,0.00446283716257127,0.00502793929187281
1130,0.00337050566887053,0.00724938097100596,0.00446194678966938,0.00502727780984862
1140,0.00336266888647383,0.00725633290965466,0.00446135314640854,0.00502678498084567
1150,0.00335519940284614,0.00726309156046812,0.00446104843772635,0.00502644646701354
1160,0.00334808830731992,0.00726966794669857,0.00446102321809094,0.00502625982403648
1170,0.00334136019255834,0.00727607268586884,0.00446128520230458,0.00502623936024392
1180,0.00333507377188247,0.00728231597326049,0.00446181565192486,0.00502640179902261
1190,0.00332920751684496,0.00728840756623444,0.00446262632745183,0.00502674713684374
1200,0.00332371460828395,0.00729435126942519,0.00446370766838,0.00502725784869638
1210,0.00331859690238513,0.00730015376163955,0.00446504535439152,0.00502793200613873
1220,0.00331391524235689,0.00730583056675051,0.00446664426017231,0.0050287966897599
1230,0.00330968481518584,0.00731139204801731,0.00446848402757203,0.00502985363025839
1240,0.00330585246454391,0.00731684528845541,0.00447057139396576,0.00503108971565503
1250,0.00330240018675708,0.00732219685214215,0.00447289550440222,0.00503249751443382
1260,0.00329934466723742,0.0073274527765949,0.00447543847866391,0.00503407864083207
1270,0.00329674648569974,0.00733261856620725,0.00447820184437791,0.00503585563209497
1280,0.00329458244809457,0.00733769918675596,0.0044811649429691,0.00503781552593987
1290,0.00329279549768921,0.00734269906098944,0.00448432907912973,0.0050399412126028
1300,0.00329138423870417,0.00734761641233685,0.00448768247046686,0.00504222770716929
1310,0.00329039942491792,0.00735245733655743,0.00449120533399294,0.0050446873651561
1320,0.00328985697967187,0.00735722753703428,0.00449489538660035,0.0050473266344355
1330,0.00328970385691897,0.00736192942761292,0.00449873337512871,0.00505012221988687
1340,0.00328991499080357,0.00736656440089399,0.00450271412574881,0.00505306450581545
1350,0.00329049846456728,0.00737113330815252,0.00450682529775875,0.00505615235682618
1360,0.00329151161786783,0.00737563646415125,0.00451104785991253,0.00505939864731054
1370,0.00329293277540616,0.00738007365303442,0.00451537494237834,0.00506279379027297
1380,0.0032947006684378,0.00738444413529126,0.00451978939969089,0.00506631140113998
1390,0.00329681138201966,0.00738874524802048,0.0045242806713941,0.00506994576714475
1400,0.0032993028256088,0.00739297049935091,0.00452883590309811,0.00507370307601927
1410,0.00330219038406379,0.0073971208539546,0.00453343802038575,0.00507758308613471
1420,0.00330542621280954,0.007401195340944,0.00453807573752264,0.00508156576375872
1430,0.00330898136895184,0.00740519050914649,0.00454273451119332,0.00508563546309722
1440,0.00331285645024786,0.00740910246070895,0.00454739982968922,0.00508978624688201
1450,0.0033171011326482,0.00741292686625123,0.00455205832718056,0.00509402877536
1460,0.00332169715774797,0.00741665898086876,0.00455669594270704,0.00509835069377459
1470,0.00332658518823057,0.00742029366095312,0.00456129736808945,0.00510272540575771
1480,0.00333175972528404,0.00742382538179847,0.0045658509532803,0.00510714535345427
1490,0.00333724569734144,0.00742724167923655,0.00457033989499335,0.00511160909052378
1500,0.00334305637208737,0.00743053457700483,0.00457475031324404,0.00511611375411208
1510,0.00334915225492657,0.00743370198313229,0.00457907201768142,0.00512064208524676
1520,0.00335550413634909,0.0074367386238447,0.00458328627938831,0.00512517634652737
1530,0.00336210737185276,0.00743963723895926,0.00458738444533826,0.00512970968538343
1540,0.00336900087989645,0.00744239032724417,0.00459134917838774,0.00513424679517612
1550,0.00337617046116057,0.00744499016900415,0.00459516611135821,0.00513877558050764
1560,0.0033835639878219,0.00744742884905021,0.00459882954444911,0.00514327412710707
1570,0.00339117532301008,0.00744969828000991,0.0046023181118383,0.00514773057161943
1580,0.00339901814989728,0.00745179022593368,0.00460562609962993,0.00515214482515363
1590,0.00340710220887631,0.00745367830694782,0.00460873736658847,0.0051565059608042
1600,0.00341539756070659,0.00745536226088393,0.00461163714442697,0.0051607989886725
1610,0.00342387803855362,0.00745684061483244,0.00461432458360652,0.00516501441233086
1620,0.00343253750095379,0.00745810493453675,0.00461677661099396,0.0051691396821615
1630,0.00344140029008327,0.00745914662536675,0.00461899026555877,0.00517317906033627
1640,0.00345045604535551,0.00745995711021788,0.00462095218506414,0.00517712178021251
1650,0.00345966568368227,0.00746052785361648,0.00462264736768168,0.00518094696832681
1660,0.00346902213673953,0.00746085038565547,0.00462407990584338,0.00518465080941279
1670,0.00347853055182924,0.0074609163257164,0.0046252260499571,0.00518822430916758
1680,0.00348819618627881,0.00746070820095479,0.00462608531548882,0.00519166323424081
1690,0.00349799825434513,0.00746020581893694,0.00462664845049375,0.0051949508412586
1700,0.00350791610937604,0.00745941333299453,0.00462690048259726,0.00519807664165594
1710,0.00351794407233262,0.00745832989139871,0.004626850276997,0.00520104141357611
1720,0.00352809271728969,0.0074569480418411,0.00462647448965623,0.00520383841626234
1730,0.00353835434089532,0.00745526057388865,0.00462577478660593,0.00520646323379663
1740,0.00354870417329879,0.00745326053913177,0.0046247470194125,0.00520890391061435
1750,0.00355913509427108,0.00745094127071339,0.00462337660841203,0.00521115099113217
1760,0.00356964659572581,0.00744829640220623,0.00462167678214892,0.00521320659336032
1770,0.00358023902857034,0.00744531988580631,0.00461962568242238,0.00521506153226634
1780,0.00359089928654657,0.00744198262214383,0.00461722679038391,0.00521670289969144
1790,0.003601613667292,0.0074382833436943,0.00461448165274386,0.00521812622124339
1800,0.00361237733655188,0.00743423155765866,0.00461137654168456,0.0052193284786317
1810,0.00362319088355019,0.00742982639137394,0.00460792843179435,0.00522031523557283
1820,0.00363404785132507,0.00742506386779569,0.00460411797639597,0.00522107656517224
1830,0.00364493544672891,0.00741994043084495,0.00459995016373522,0.00522160868043636
1840,0.0036558480880858,0.00741445295674729,0.00459543238740368,0.00522191114407892
1850,0.0036667821286869,0.00740859876445561,0.00459055231328861,0.00522197773547704
1860,0.00367773305469719,0.00740237562514377,0.00458532987824695,0.00522181285269597
1870,0.00368869346640832,0.0073957773927435,0.00457974916809525,0.00522140667574902
1880,0.00369965705748196,0.0073887760221245,0.00457381642903334,0.00522074983621326
1890,0.00371061997607192,0.00738138831706741,0.0045675446012029,0.00521985096478075
1900,0.00372157624531507,0.00737362764306963,0.00456092334776625,0.00521870907871698
1910,0.00373251950065975,0.00736549440409037,0.00455397466519242,0.00521732952331418
1920,0.0037434461035218,0.00735698949408839,0.00454668684306372,0.00521570748022463
1930,0.00375435302152204,0.00734811429846768,0.00453906721934606,0.00521384484644526
1940,0.00376523540346735,0.00733887069456837,0.00453113354181179,0.00521174654661583
1950,0.003776084273503,0.00732926105121039,0.00452287810860795,0.00520940781110711
1960,0.00378689594922192,0.00731928822729918,0.00451432400501531,0.00520683606051214
1970,0.00379767126599087,0.00730893938456515,0.00450546430813262,0.00520402498622954
1980,0.00380840734179315,0.00729821228930677,0.00449630737968518,0.0052009756702617
1990,0.00381909443160366,0.0072871276433956,0.00448687463498856,0.00519769890332927
2000,0.00382972550621668,0.00727569788324395,0.00447716164646966,0.00519419501197676
2010,0.00384030334318398,0.00726392850517416,0.00446719160020519,0.00519047448285444
2020,0.00385082798550203,0.00725182546029347,0.00445696272794356,0.00518653872457969
2030,0.00386129475660471,0.00723939514589425,0.00444648445086044,0.0051823914511198
2040,0.00387169094213781,0.00722664439610065,0.00443578036922032,0.00517803856915293
2050,0.00388201490200856,0.00721358047178721,0.00442484993484485,0.00517348176954687
2060,0.00389227392974282,0.00720021104979547,0.00441371547779921,0.00516873348577917
2070,0.0039024660645774,0.00718652178918701,0.00440238051574226,0.00516378945650223
2080,0.00391258002097435,0.00717253177366566,0.0043908556642029,0.0051586558196143
2090,0.00392260783865809,0.0071582632648775,0.00437916495977804,0.00515334535443787
2100,0.00393255636358067,0.00714372695435898,0.00436731226752284,0.00514786519515416
2110,0.00394242888670537,0.00712893257997396,0.00435531791111817,0.00514222645926583
2120,0.00395222186598079,0.00711389020403667,0.00434319109194274,0.00513643438732007
2130,0.00396191995802546,0.00709861019793815,0.00433094391670429,0.00513049135755597
2140,0.00397152239007123,0.00708310322638823,0.00431859832042394,0.00512440797896113
2150,0.0039810419324669,0.00706738023130649,0.0043061633014823,0.00511819515508523
2160,0.00399047754868724,0.00705144780287077,0.00429365668651806,0.00511186067935869
2170,0.00399981825048508,0.00703530948309508,0.00428109246929033,0.00510540673429016
2180,0.00400905544896005,0.00701898671598155,0.00426848445903946,0.00509884220799369
2190,0.00401819818262565,0.0070024978476218,0.00425585111913076,0.00509218238312607
2200,0.00402725285520581,0.00698585503432466,0.00424320656256681,0.00508543815069909
2210,0.00403621770441841,0.00696907059220303,0.0042305659770181,0.00507861809121318
2220,0.00404507638259245,0.00695215697957288,0.00421794664746719,0.00507172666987751
2230,0.00405382839676799,0.00693512677934407,0.00420536422192697,0.00506477313267968
2240,0.00406249063329001,0.00691799268143413,0.00419283287457313,0.00505777206309909
2250,0.004071063061306,0.00690076746523594,0.00418037139961408,0.00505073397538534
2260,0.00407953656898406,0.00688346066492362,0.00416799236386667,0.00504366319925812
2270,0.00408790285579665,0.00686608725861295,0.00415571465694731,0.00503656825711897
2280,0.00409617170593349,0.0068486642614625,0.00414355584143641,0.00502946393627747
2290,0.00410435209888062,0.00683120572298023,0.00413152517530661,0.00502236099905582
2300,0.00411244437511166,0.00681372458970641,0.00411964548838312,0.00501527148440039
2310,0.0041204334043502,0.00679623378170956,0.00410792688170567,0.00500819802258848
2320,0.00412831900567696,0.00677874617672193,0.00409638807476254,0.00500115108572047
2330,0.00413612020272095,0.00676127459459913,0.00408504853391299,0.00499414777707769
2340,0.00414383808559469,0.00674383178212474,0.00407391218597667,0.0049871940178987
2350,0.00415146671101721,0.0067264306571837,0.00406300506182153,0.00498030081000748
2360,0.00415899955119803,0.00670908982833663,0.0040523350582991,0.00497347481261125
2370,0.00416644605880838,0.00669182113632278,0.00404191896281496,0.00496672871931537
2380,0.00417381666049519,0.0066746348067217,0.00403177802669864,0.00496007649797185
2390,0.00418111306309293,0.00665754291499689,0.00402191065440536,0.00495352221083173
2400,0.00418832523774347,0.00664055737076452,0.00401234508692549,0.00494707589847783
2410,0.00419545419612079,0.00662368990619319,0.00400308734924144,0.00494074381718514
2420,0.00420251678004765,0.00660695206489361,0.00399415064808987,0.00493453983101038
2430,0.00420951595678574,0.00659035519130544,0.00398555777787592,0.0049284763086557
2440,0.00421644976552469,0.00657391042058728,0.00397730165499729,0.00492255394703642
2450,0.00422331529101496,0.00655763527269218,0.00396941162455189,0.00491678739608634
2460,0.00423012093327684,0.00654154751156437,0.00396189220384246,0.00491118688289456
2470,0.00423687669247257,0.00652565139046619,0.0039547515796551,0.00490575988753129
2480,0.00424358540463431,0.00650995253885092,0.00394801371716416,0.00490051722021646
2490,0.00425024413591305,0.00649446076845215,0.00394166629668996,0.00489545706701839
2500,0.00425685609878764,0.00647918562708521,0.00393573859492826,0.00489059344026704
2510,0.00426343328715461,0.00646413639283301,0.0039302339780157,0.00488593455266777
2520,0.00426997993494862,0.00644932206873221,0.00392515446988063,0.00488148549118715
2530,0.00427649814338389,0.0064347513779536,0.0039205247051508,0.0048772580754961
2540,0.00428299039188312,0.00642043275946984,0.00391632758080018,0.00487325024405105
2550,0.00428946368633235,0.00640639306350818,0.00391259112033139,0.00486948262339064
2560,0.00429592503528533,0.00639263751777252,0.00390931784976394,0.00486596013427393
2570,0.00430237813622524,0.00637916203233696,0.00390650285763217,0.00486268100873145
2580,0.00430882762468977,0.00636597142123786,0.003904170828346,0.00485965662475788
2590,0.00431527976653693,0.00635307249277106,0.00390230050383788,0.00485688425438196
2600,0.00432174011543363,0.00634047175451257,0.00390091751495013,0.00485437646163211
2610,0.00432821261718167,0.00632817541264926,0.0039000237795413,0.00485213726979074
2620,0.00433470261366513,0.00631618937168503,0.00389960710546967,0.00485016636360661
2630,0.0043412191298061,0.00630451923450865,0.00389969150879265,0.00484847662436914
2640,0.00434776780965149,0.00629317580804734,0.00390025234795235,0.00484706532188373
2650,0.00435434980707935,0.00628218407010702,0.00390131182529648,0.00484594856749428
2660,0.00436096913135704,0.00627153705192795,0.00390287137617426,0.00484512585315308
2670,0.00436763700087092,0.00626122648485201,0.00390491164583262,0.00484459171051852
2680,0.00437436308006626,0.00625125632083447,0.00390745519390249,0.00484435819826774
2690,0.00438114585671844,0.00624163021965222,0.00391047487205033,0.004844416982807
2700,0.00438798696792491,0.00623235155137598,0.00391398857786181,0.00484477569905423
2710,0.00439489333938867,0.00622342339905213,0.00391799726471574,0.00484543800105218
2720,0.00440188045967417,0.00621484856157966,0.00392247500889978,0.00484640134338454
2730,0.00440895290004806,0.0062066295567676,0.0039274420915378,0.00484767484945115
2740,0.00441610355057879,0.0061987859839994,0.00393286979724152,0.00484925311060657
2750,0.00442333594667079,0.00619132536415567,0.00393877105235837,0.00485114412106161
2760,0.00443066544414883,0.00618423420118095,0.00394514619490202,0.0048533486134106
2770,0.00443810454804982,0.00617750643613881,0.00395196378767905,0.00485585825728923
2780,0.0044456452463451,0.00617114309718269,0.0039592410187301,0.00485867645408596
2790,0.00445328493890269,0.00616514495621179,0.00396694856404912,0.0048617928197212
2800,0.00446103000236466,0.00615951253285749,0.0039750939631791,0.00486521216613375
2810,0.00446890064450074,0.00615424609851898,0.00398367667364901,0.00486894113888958
2820,0.00447690064040195,0.00614934568043758,0.00399266122139011,0.00487296918074321
2830,0.00448501362914471,0.00614481106579993,0.00400206093900008,0.00487729521131491
2840,0.00449324179606296,0.00614067046677545,0.00401184682673114,0.00488191969652318
2850,0.00450160115524773,0.00613691295017937,0.00402202090146848,0.00488684500229852
2860,0.00451010535962303,0.00613351935267398,0.00403258135702052,0.00489206868977251
2870,0.00451874158761377,0.00613048786794963,0.00404349051309783,0.00489757332288708
2880,0.00452750192376254,0.00612781703369617,0.00405475718181157,0.00490335871309009
2890,0.00453639018150483,0.00612550517570991,0.00406635391069465,0.00490941642263646
2900,0.00454542782328391,0.00612355041189505,0.00407827674625604,0.00491575166047833
2910,0.00455461771224632,0.00612195065622368,0.0040905218115283,0.00492236339333277
2920,0.00456393556511038,0.00612070362265055,0.00410305235922887,0.00492923051566327
2930,0.00457338146489253,0.00611981665620265,0.00411587168784445,0.00493635660297988
2940,0.00458296835709139,0.00611930107344839,0.00412895489243672,0.00494374144099217
2950,0.00459270827977697,0.00611914077229847,0.00414229210521117,0.0049513803857622
2960,0.00460258601014129,0.00611932108106225,0.0041558765776645,0.00495926122295601
2970,0.00461258881648188,0.0061198386782986,0.00416967548539674,0.00496736766005907
2980,0.00462271671073182,0.00612069006790214,0.00418368593596038,0.00497569757153145
2990,0.00463298765896793,0.00612187158255783,0.00419788574476352,0.00498424832876309
3000,0.00464340274230655,0.0061233793871398,0.00421226061505804,0.00499301424816813
3010,0.00465393386189924,0.00612520948205581,0.00422680077672252,0.00500198137355919
3020,0.00466457859228445,0.00612735770653896,0.00424147829324977,0.00501113819735773
3030,0.00467534377160121,0.00612983769853464,0.00425628452211701,0.00502048866408428
3040,0.00468623640970676,0.00613264437730202,0.00427119999193507,0.00503002692631462
3050,0.00469724135661024,0.00613575854402708,0.00428620770712961,0.00503973586925564
3060,0.00470834354562771,0.00613917109521678,0.00430129484012607,0.00504960316032352
3070,0.00471953923881428,0.00614287703847585,0.00431643907307446,0.00505961845012153
3080,0.00473083771907286,0.00614687124155099,0.00433162672448603,0.0050697785617033
3090,0.00474223646728749,0.00615114843529328,0.00434684087118937,0.00508007525792338
