"Age","FSindex","FS_Charly","FS_Rosalia","FS_Pikku"
-70,NA,NA,NA,NA
-60,NA,NA,NA,NA
-50,NA,NA,1.50924722306558,NA
-40,NA,NA,1.47672642754682,NA
-30,NA,NA,1.4462328746532,NA
-20,NA,NA,1.41762961229379,NA
-10,NA,NA,1.39077154932486,NA
0,NA,NA,1.36552046796317,NA
10,NA,NA,1.34178483532807,1.21120682127272
20,NA,NA,1.31944202781794,1.19707581117669
30,NA,NA,1.29841536166402,1.18397997183377
40,NA,NA,1.27861762405841,1.17190091122977
50,NA,NA,1.25995788412938,1.16080536309121
60,NA,NA,1.24238908817756,1.15058743993271
70,NA,NA,1.22582787153569,1.14116538143857
80,NA,NA,1.21022878108792,1.13256983692738
90,NA,NA,1.19553771048651,1.12492613839455
100,NA,NA,1.18169000040251,1.1181552050514
110,NA,NA,1.16866381119247,1.11214984010205
120,NA,NA,1.15619287082373,1.10687051276378
130,NA,NA,1.1440579523368,1.1023264225517
140,1.04048499965558,0.890685306291812,1.13224714476763,1.0985225479073
150,1.027667015394,0.866886570809349,1.12073122565987,1.09538324971278
160,1.01557442595121,0.844354563897839,1.10952139877871,1.09284731517708
170,1.00415926281732,0.822998266341463,1.0985889159064,1.09089060620411
180,0.993414806579337,0.802735352527578,1.08792924970199,1.08957981750845
190,0.983300016997089,0.783490980274222,1.07753554446329,1.08887352625376
200,0.973756425992501,0.765196961757257,1.06738096479736,1.08869135142289
210,0.964760863489692,0.747791042210053,1.05747885834687,1.08901268991216
220,0.956293751660852,0.731216270394711,1.04780440828231,1.08986057630554
230,0.948346130364042,0.715420447502361,1.03835222416182,1.09126571942795
240,0.940884102441398,0.700360105793517,1.02911918243589,1.09317301909479
250,0.933868194168501,0.685991209204088,1.02008030059944,1.09553307270198
260,0.927285365882434,0.672269996153901,1.01124979219247,1.09833630930093
270,0.921139596603572,0.659158160301806,1.00260614089408,1.10165448861483
280,0.915410403478245,0.646620942973066,0.994142654130542,1.10546761333113
290,0.910064695304318,0.634626173955605,0.985858953059798,1.10970895889755
300,0.905080102276561,0.623144035979319,0.977731681159389,1.11436458969097
310,0.900460842653802,0.612146854384128,0.969775005120241,1.11946066845704
320,0.896207379692574,0.601608908886053,0.961970277963641,1.12504295222803
330,0.892294706613979,0.591506264776426,0.954309397912822,1.13106845715269
340,0.888703681650909,0.581825215391596,0.946793936028757,1.13749189353237
350,0.885417368913447,0.572538866468225,0.939402105016997,1.14431113525512
360,0.88245640316662,0.563625456897339,0.932147344472467,1.15159640813005
370,0.879788053885628,0.555066739495393,0.925013552186938,1.15928386997455
380,0.877340706310762,0.546845659318817,0.917991325645502,1.16718513396797
390,0.875103151641043,0.538946237265425,0.91108351319833,1.17527970445938
400,0.873070554578608,0.531353486670026,0.904269937779308,1.18358823928649
410,0.871259130447407,0.524053337467378,0.897562796036503,1.19216125783834
420,0.869646811801164,0.517032567130726,0.890948265778217,1.20095960249455
430,0.868210623688956,0.51028194854005,0.884415902294841,1.20993402023198
440,0.866947677434692,0.503792807240891,0.877969248339883,1.2190809767233
450,0.865868756953774,0.497549281112434,0.871597987162112,1.22845900258678
460,0.865013333195286,0.491539442776677,0.865433584123285,1.2380669726859
470,0.864370201276713,0.485753434310803,0.859508834727033,1.2478483347923
480,0.863928096009758,0.48018194166116,0.853818355213978,1.25778399115414
490,0.863691891257016,0.474816157116772,0.848371828616964,1.26788768803731
500,0.863672436179096,0.469647744772104,0.843158969445909,1.27821059431928
510,0.863872782774233,0.464706196881179,0.838194374709391,1.28871777673213
520,0.864283702715179,0.460018270924549,0.833474852343449,1.29935798487754
530,0.864900350115236,0.455578355933051,0.828996077167969,1.31012661724469
540,0.865736874276825,0.451372958856256,0.82476843883965,1.32106922513457
550,0.866787192288697,0.447388474776998,0.820785166366071,1.33218793572302
560,0.868034687082314,0.443614410432888,0.817058780013216,1.34343087080084
570,0.869468416756651,0.440041325531021,0.813589176779179,1.35477474795975
580,0.871086185749763,0.436660239723832,0.810373999423154,1.3662243181023
590,0.872903538914692,0.433462601716359,0.807423790544298,1.37782422448342
600,0.874905919526317,0.430440260545393,0.804735170315923,1.38954232771763
610,0.877076973656555,0.427585438852785,0.802319065475057,1.40132641664182
620,0.879412741489891,0.42489170923751,0.800178075176738,1.41316844005542
630,0.881921933535948,0.422357267972916,0.79831197978795,1.42509655284698
640,0.884604178084999,0.419970623236222,0.796731335486018,1.43711057553276
650,0.88744087560863,0.417723394792097,0.795435976307919,1.44916325572587
660,0.89042167983364,0.415609320129427,0.794435681710068,1.46122003766143
670,0.893534149027616,0.413622384302892,0.793735338045907,1.47324472473405
680,0.896786375231299,0.411756803389043,0.793336958425583,1.48526536387927
690,0.900170641716941,0.410007009002184,0.793250945636979,1.49725397051166
700,0.903670323676072,0.408367633794388,0.793480096659504,1.50916324057432
710,0.907283153154231,0.406833497870775,0.794033421690301,1.52098253990162
720,0.91101410479075,0.405402777720448,0.794917630663317,1.53272190598848
730,0.914861157175634,0.404071148907423,0.796136968415756,1.54437535420372
740,0.918808701535493,0.402820897443799,0.797701464990973,1.55590374217171
750,0.922828717233118,0.401590495002619,0.799616537732661,1.56727911896408
760,0.926917683045578,0.400374604945513,0.801890712905275,1.57848773128595
770,0.931081796288472,0.399178109779641,0.804531994930508,1.58953528415527
780,0.935314919224678,0.398005778507021,0.807546747721613,1.6003922314454
790,0.939604125854777,0.396862277385852,0.810932787898592,1.61101731227989
800,0.943928606189964,0.395752180015633,0.814641817176352,1.62139182137791
810,0.948277273339429,0.394679976785987,0.818650108709033,1.63150173452327
820,0.952638871946681,0.393654511868701,0.822937628145049,1.64132447582629
830,0.956995572967175,0.392677336699209,0.827483616820686,1.65082576538163
840,0.961331668739004,0.391750912075661,0.832267140425766,1.65997695371558
850,0.965633872384522,0.39087932591133,0.837267867838111,1.66875442340412
860,0.969886114419342,0.390066771784944,0.842463995287103,1.67712757618598
870,0.974071622902014,0.389317406488508,0.847834211751261,1.68506325046627
880,0.978175393843983,0.388635355861816,0.853358059703591,1.69253276596654
890,0.982181826954216,0.38802472021355,0.859012031299688,1.69950872934941
900,0.986073133939455,0.387489579348515,0.864775721564286,1.70595410090556
910,0.989828509542466,0.387035095832591,0.870626165288126,1.71182426750668
920,0.99343280634853,0.386667079425735,0.876540587261699,1.71709075235816
930,0.996872002989649,0.386387295477427,0.882498957528045,1.72172975596347
940,1.00012810808144,0.386198861866834,0.88847549161662,1.72570997076087
950,1.00318073775448,0.386105822421391,0.894449748596572,1.72898664224548
960,1.00609907313424,0.386112224318523,0.900398373811588,1.73178662127262
970,1.00890439976311,0.386222120785945,0.906297370728322,1.73419370777506
980,1.01157411510258,0.386397902099449,0.912127539048666,1.73619690415962
990,1.0140739070591,0.386596298819621,0.917861558795716,1.73776386356196
1000,1.01638049096439,0.386812915245228,0.923479295248395,1.73884926239954
1010,1.01848584708824,0.387045144522012,0.928958029271086,1.73945436747163
1020,1.02038377628489,0.387288173052202,0.934273159830325,1.73958999597215
1030,1.02206247850885,0.387536475190239,0.93940688030532,1.73924408003098
1040,1.02348902164154,0.387785520675311,0.944331423692303,1.73835012055701
1050,1.02464964214473,0.388031122803659,0.949027501996622,1.7368903016339
1060,1.02554649218117,0.388269131693553,0.953474130597576,1.73489621425238
1070,1.02616927451343,0.38849543340729,0.957646974047277,1.73236541608571
1080,1.02650036204555,0.388705949303104,0.961530187124875,1.72926494970868
1090,1.02651046046101,0.38889663560147,0.965096818500252,1.72553792728131
1100,1.02619756766524,0.389063582681604,0.968329017889588,1.72120010242453
1110,1.02556610368952,0.389204202467207,0.971208483658081,1.71628562494328
1120,1.0246050250765,0.389313397928542,0.973712097309243,1.71078957999172
1130,1.02332776942912,0.389386681016905,0.975953569203145,1.70464305806731
1140,1.02177909822679,0.389420197132286,0.978083980908303,1.69783311663978
1150,1.01997815602939,0.389410128573337,0.980110715490659,1.69041362402417
1160,1.01793087637954,0.389352695080159,0.982041310399425,1.68239862365905
1170,1.0156293288661,0.38924415444743,0.983877057590172,1.67376677456069
1180,1.01305692192318,0.389080803190237,0.98562907070051,1.6644608918788
1190,1.01022274019996,0.388858977244979,0.987297263549264,1.65451197980564
1200,1.00714806636841,0.3885754414164,0.988889477705105,1.64397927998373
1210,1.00383881663785,0.388230769644441,0.990415379872357,1.63287030039676
1220,1.00028508307471,0.387847149507935,0.991877560478407,1.62113053923778
1230,0.996491594682547,0.387430512445678,0.993288010859684,1.60875626074228
1240,0.992490218104498,0.386983247227816,0.994648684690987,1.59583872239469
1250,0.988840214037301,0.386507768008473,0.995968090266938,1.58404478383649
1260,0.985867538332362,0.386006515331002,0.997257366773612,1.57433873289247
1270,0.983530518971506,0.385481956961693,0.998520436072934,1.56658916387989
1280,0.981818286229749,0.384936588559613,0.999769476710084,1.56074879341955
1290,0.980727645845717,0.384372934190733,1.00100848059889,1.55680152274753
1300,0.980236632864043,0.383793937532928,1.00224629747343,1.55466966358577
1310,0.980304969416878,0.383201986689355,1.00349473590847,1.5542181856528
1320,0.980901252595699,0.38259948987247,1.00475906063618,1.55534520727844
1330,0.982019226992223,0.381989074398321,1.00605082469493,1.55801778188342
1340,0.983640414965882,0.381373429036974,1.00737630331483,1.56217151254585
1350,0.985734984781062,0.380755270759765,1.00874440231759,1.56770528126583
1360,0.988255951742191,0.380137344326541,1.01016647649811,1.57446403440193
1370,0.991181764255864,0.379522421800302,1.01164931184821,1.58237355911909
1380,0.994505753207287,0.378913302000285,1.01320347554855,1.59140048207303
1390,0.998200041944824,0.378312905139132,1.01483704174393,1.60145017895141
1400,1.00222187781151,0.377724400311738,1.01655889671828,1.61238233640452
1410,1.00653643563044,0.377150443047589,1.01837945746947,1.62407940637425
1420,1.01113078414185,0.376593812560988,1.02030695117741,1.63649158868715
1430,1.01598587913053,0.376057447232658,1.02235078494235,1.64954940521658
1440,1.02107212891363,0.375544307259606,1.02452032725847,1.6631517522228
1450,1.02642065613046,0.375293797448193,1.02682449890067,1.67714367204253
1460,1.03208527407674,0.375524727864814,1.02928625357327,1.69144484079215
1470,1.03814562994443,0.376209294060006,1.03220568349609,1.70602191227721
1480,1.04459127927538,0.377319838686308,1.03567047987409,1.72078351926576
1490,1.05135880025934,0.378829291881213,1.03964189490363,1.73560521399318
1500,1.05838911407231,0.380710407791437,1.04408049461824,1.75037643980726
1510,1.065643106858,0.382935664027675,1.04894586900697,1.76504778753936
1520,1.07307985649059,0.385477867675638,1.05420124061629,1.77956046117985
1530,1.080648742184,0.388310075227695,1.05980645612712,1.79382969519718
1540,1.08810770404632,0.391405472828178,1.06572506670582,1.80719257260494
1550,1.09518667225623,0.39473737190478,1.07191992797116,1.81890271689276
1560,1.10189645225889,0.398279204196247,1.07835097777948,1.82905917480095
1570,1.10823458397067,0.402004516127658,1.08498455421878,1.83771468156558
1580,1.11418928486523,0.405886962490068,1.09178135734248,1.84489953476313
1590,1.11975235100093,0.409901605006732,1.09870646833861,1.85064897965744
1600,1.12493023118338,0.414021731570012,1.10572479912844,1.85504416285168
1610,1.12972620012231,0.418220776819566,1.11279610231248,1.85816172123487
1620,1.13413898504543,0.422472746044982,1.11988914705031,1.86005506204099
1630,1.13815319268062,0.426751718903051,1.12696502766552,1.86074283147328
1640,1.14176803874315,0.431031827008008,1.13398916397198,1.86028312524946
1650,1.1449935924355,0.435287241815169,1.14092784523799,1.85876569025333
1660,1.14782507806677,0.439492161664439,1.14773979668938,1.8562432758465
1670,1.15025679621267,0.44362079798887,1.15439508684397,1.85275450380517
1680,1.15226310004429,0.447597304269025,1.16085442437606,1.84833757148778
1690,1.15375329634463,0.451119226079554,1.16708207443756,1.84305858851678
1700,1.15473499696993,0.454178155132094,1.17304464619103,1.83698218958666
1710,1.15522473694996,0.456819750211034,1.17869879446752,1.83015566617132
1720,1.15523760295672,0.459090108725623,1.18401438596417,1.82260831418036
1730,1.15479140744245,0.461035244142549,1.18895071481798,1.81438826336681
1740,1.15391018655624,0.46270110386747,1.19346922518092,1.80556023062035
1750,1.15261273224915,0.464133588484206,1.19753546975521,1.79616913850802
1760,1.15091121848996,0.465378572322952,1.20110287917219,1.78625220397474
1770,1.14882209986203,0.466481925322728,1.20413932788133,1.77584504638202
1780,1.14636292267952,0.467491472839353,1.20660147053772,1.7649958246615
1790,1.14355032428171,0.468452822592951,1.20844621569712,1.75375193455506
1800,1.1404523696558,0.469410781352669,1.20979544202628,1.74215088558845
1810,1.13733376066167,0.47041113806238,1.21136603880354,1.73022410511909
1820,1.13425676799175,0.471500095908953,1.21326126960789,1.7180089384584
1830,1.13115529855634,0.472724010142353,1.21547938022686,1.7052625052998
1840,1.1277823066145,0.4741294176793,1.21801779238535,1.69119970977885
1850,1.12417557567729,0.475763067498366,1.2208827475567,1.67588091197681
1860,1.12038780276545,0.477671951745893,1.2240666670191,1.65942478953134
1870,1.11647709331723,0.479903712702468,1.22757787833055,1.64194968891868
1880,1.11249786140741,0.48250823973465,1.23141527824203,1.62357006624556
1890,1.10850081115381,0.485531976628109,1.23557498505335,1.60439547177996
1900,1.10454009765434,0.489022048344098,1.24006368679232,1.58453455782659
1910,1.10066485546541,0.493027139613839,1.24487385169417,1.56409357508822
1920,1.09685481539509,0.497377233835269,1.25001327512379,1.54317393722621
1930,1.09307044929165,0.501855762031775,1.25548144264171,1.52187414320147
1940,1.08933558763694,0.506441806913786,1.261273215289,1.50029174070804
1950,1.0856781962824,0.511114305605134,1.26739530326665,1.47852497997542
1960,1.08211936125576,0.515852032102686,1.27384036867459,1.45666568298999
1970,1.07868351679982,0.520635108203256,1.2806151680095,1.43480027418672
1980,1.07539269169806,0.525442558991529,1.28771954629852,1.41301596980413
1990,1.07226699448705,0.530251051385765,1.29514719457588,1.39140273749951
2000,1.06932949155351,0.535037801571276,1.30290424453936,1.3700464285499
2010,1.06659615571009,0.539780471481254,1.31098361831144,1.34902437733759
2020,1.06408704263429,0.544456452047826,1.31939041976999,1.32841425608506
2030,1.06182082915164,0.549042845790864,1.32812443645357,1.3082952052105
2040,1.05981481206368,0.553516449632748,1.3371783318209,1.2887496547374
2050,1.05808729417911,0.557853737997247,1.34655686844878,1.26985127609129
2060,1.05665035878243,0.562030846252239,1.35625320796185,1.25166702213319
2070,1.05552144688349,0.566025909210122,1.36627008213668,1.23426834930368
2080,1.05471688613635,0.56981327730464,1.37660659893507,1.21773078216933
2090,1.05424917974214,0.57336657118624,1.38725461508506,1.20212635295512
2100,1.05413142551949,0.576660246400818,1.39821653955504,1.1875174906026
2110,1.05437403790385,0.579668480605407,1.40948581341772,1.17396781968844
2120,1.05501306689616,0.582365024942989,1.42106170910557,1.16161246663991
2130,1.05619969216782,0.584723192018443,1.43294177281855,1.15093411166647
2140,1.05787197256345,0.586715844751093,1.44496657289703,1.14193350004222
2150,1.05993168125499,0.588392909602181,1.45689146086609,1.13451067329671
2160,1.06249164554274,0.590197926357692,1.46870194258255,1.12857506768798
2170,1.06554250783109,0.592196150449113,1.48038829104063,1.12404308200352
2180,1.06904860439201,0.594373828177766,1.4919404100176,1.12083157498066
2190,1.07297083224081,0.596717393274083,1.50334487640414,1.11885022704419
2200,1.07727201108775,0.599213822635204,1.51459032773547,1.11801188289257
2210,1.08191643474915,0.601849912339182,1.52566422501232,1.11823516689594
2220,1.08687064995805,0.604612269128954,1.53655215833257,1.11944752241261
2230,1.09209914132542,0.607487302288613,1.5472401619081,1.12156995977954
2240,1.09756407928489,0.610461215951032,1.55771467113558,1.12451635076805
2250,1.10322965764421,0.613520001875943,1.56795857273436,1.12821039832233
2260,1.10906324095568,0.61664983486217,1.57795824902874,1.13258163897613
2270,1.11503062977918,0.619836019385834,1.58769537608606,1.13756049386565
2280,1.12109497448183,0.623063374040842,1.59715189862697,1.14306965077767
2290,1.12722169606078,0.6263168356874,1.60631489372169,1.14903335877324
2300,1.13337472862404,0.629581235039196,1.61516168216488,1.15538126866805
2310,1.1395236075814,0.632841160763423,1.62367782566275,1.16205183631803
2320,1.14563351453393,0.636080956766394,1.63184246100421,1.1689771258312
2330,1.15166630604749,0.639284720241673,1.63963365897205,1.17608053892876
2340,1.15759062203405,0.642436300511351,1.64704021181237,1.18329535377842
2350,1.16337109045726,0.645519264775356,1.65403471240538,1.19055929419104
2360,1.1689766421603,0.648516166676211,1.66060248670952,1.19781127309517
2370,1.17437175462381,0.651410173077551,1.66672215436813,1.20498293642576
2380,1.17951975982163,0.654184409201238,1.6723687069637,1.21200616329995
2390,1.18439665677532,0.656837962838308,1.67753402307368,1.21881798441398
2400,1.18897920167521,0.659387893702153,1.68218755517947,1.22536215614402
2410,1.19325194785722,0.661843954841025,1.68631536515003,1.2315965235806
2420,1.19733276005316,0.664216051971211,1.68989814728627,1.23788408090201
2430,1.20126808227629,0.666514247703583,1.69290924696782,1.24438075215747
2440,1.20505756147449,0.668748765226603,1.69534521167469,1.25107870752218
2450,1.20869148939963,0.670929060841508,1.69717465168519,1.25797075567218
2460,1.21216477288227,0.67306466561325,1.69838568299074,1.26504397004282
2470,1.21547288251009,0.675167148074734,1.6989668341744,1.27228466528114
2480,1.21864400722117,0.677248036432718,1.69900102743768,1.27968295779313
2490,1.2217028829975,0.679318404585682,1.69855816072599,1.28723208368081
2500,1.22464525556916,0.681389497708336,1.69762409739583,1.29492217160331
2510,1.22747242687556,0.683472731528234,1.69620575368061,1.30273879541784
2520,1.23018770653142,0.685579690953178,1.69431177341101,1.31067165523008
2530,1.23278907655777,0.687722128046917,1.69193345255454,1.31871164907185
2540,1.23528582957911,0.689911959353107,1.68909598021073,1.3268495491735
2550,1.23767383742119,0.692158454904884,1.68578928344697,1.33507377391171
2560,1.23995708530739,0.69447419371775,1.68202428955068,1.34337277265373
2570,1.24214287704735,0.696873288116391,1.6778185331363,1.35173680988935
2580,1.24423034034427,0.699368633653229,1.67316669278172,1.36015569459785
2590,1.24623065059653,0.701972923109654,1.66810063565078,1.36861839302917
2600,1.24814297740748,0.704698984378963,1.66261565927145,1.37711428857203
2610,1.24997333794273,0.707559773355722,1.65672656254827,1.3856336779242
2620,1.2517244818807,0.710547474890384,1.65045983447472,1.394166136277
2630,1.25335085849308,0.713539262958563,1.64381406977377,1.40269924274691
2640,1.25484943350255,0.716499290833247,1.63682655712778,1.41122245254662
2650,1.25621171913285,0.719408969761052,1.62949844121623,1.41972774642128
2660,1.25743595454469,0.722254639921604,1.62184764064388,1.42820558306858
2670,1.25852454379369,0.725022767753717,1.61390842322393,1.4366424404034
2680,1.25946886066359,0.72769775199023,1.60568316566019,1.44502566434034
2690,1.26027512427901,0.730263930149705,1.59721254447409,1.45334889821324
2700,1.26093750621514,0.732705591233236,1.58850313242993,1.46160379498224
2710,1.26134328800967,0.735006988745107,1.57957470125043,1.46944817403346
2720,1.26140139943446,0.737152353989119,1.57046705881561,1.47658478549864
2730,1.26111082916794,0.739125909591143,1.56118564251953,1.48302093539315
2740,1.26048385315142,0.740908961551045,1.55177201839603,1.48877057950718
2750,1.25952116055083,0.742484784140322,1.54223704027855,1.49384165723361
2760,1.25822546845297,0.743840194969827,1.53260081507328,1.4982353953158
2770,1.25660708888102,0.744960788938239,1.52290581048585,1.50195466721896
2780,1.25466817077035,0.745830985504976,1.51315946554022,1.50501406126586
2790,1.25242070495095,0.746435278933746,1.50340171296097,1.50742512295812
2800,1.24986624662094,0.746758251828578,1.49364615111496,1.50919433691928
2810,1.24700398703798,0.746784588476621,1.4839069445374,1.51032042809993
2820,1.24383698487635,0.746499087947996,1.47420033085392,1.51081153582713
2830,1.24037061424879,0.745886676904152,1.46453796918556,1.51068719665666
2840,1.23661614345046,0.744927507291912,1.45496443457793,1.50995648848152
2850,1.23257739524712,0.743608567733478,1.44550279458257,1.50862082342532
2860,1.22831500654109,0.742083834228475,1.43617807817433,1.50668310722047
2870,1.22390465005491,0.740515422945717,1.42703746420471,1.5041610630143
2880,1.21935745456854,0.738905488377541,1.41809725270898,1.5010696226191
2890,1.21468979308713,0.737256245389608,1.40939589347845,1.49741724039332
2900,1.20990960780845,0.735569966335321,1.40095600667674,1.4932028504133
2910,1.20502804707608,0.733848978094903,1.39279942014382,1.48843574298951
2920,1.2000674809052,0.732095659049906,1.38496694808866,1.48313983557704
2930,1.19503683801226,0.730310775935037,1.37747400403793,1.47732573406382
2940,1.18994791233332,0.728494454733086,1.37035202754883,1.47099725471805
2950,1.18481094440211,0.726651465754443,1.363622462422,1.46415890502988
2960,1.17963999953426,0.72478632689595,1.35730410852292,1.4568295631839
2970,1.17445268481437,0.722901643459523,1.35142985727162,1.44902655371197
2980,1.16925829897092,0.721000052419646,1.3460143941079,1.44076045038521
2990,1.16406650765884,0.719084219257259,1.34108256868677,1.43203273503248
3000,1.15895268906017,0.71715683481581,1.33665386876306,1.42304736360164
3010,1.15405694758737,0.71522061218881,1.33274451408314,1.41420571649016
3020,1.14939224244703,0.713278283647903,1.32937994105472,1.40551850263845
3030,1.14496178752657,0.711329649948902,1.32657422903979,1.39698148359102
3040,1.14077158226933,0.709377601966455,1.32434669968362,1.38859044515792
3050,1.13683126981158,0.707427317620386,1.32271466731067,1.38035182450369
3060,1.1331488831358,0.705482285464925,1.32169264948108,1.3722717144614
3070,1.12973185953661,0.703545299643603,1.32129965093365,1.36435062803258
3080,1.12658391545588,0.701619155552563,1.32154961137446,1.35658297944063
